anime_id,title,type,source,episodes,status,score,scored_by,rank,popularity,members,favorites,premiered,studio,genre
6920,Blade,TV,Other,12,Finished Airing,6.31,7204,6342.0,2866,17300,15,Summer 2011,Madhouse,"Action, Drama, Horror, Vampire"
13709,Afro Samurai Movie,Movie,Original,1,Finished Airing,7.6,16494,1343.0,2106,30121,62,,Gonzo,"Action, Adventure, Samurai"
2019,DNA Sights 999.9,OVA,Manga,1,Finished Airing,6.17,463,6850.0,7531,1445,1,,Madhouse,"Action, Adventure, Drama, Sci-Fi"
1861,Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,Movie,Unknown,1,Finished Airing,7.63,4940,1282.0,3784,9354,20,,Toei Animation,"Slice of Life, Comedy, Sports, Drama, School, Shounen"
10822,Ranma ½: Totteoki Talk Best of Memories,OVA,Unknown,1,Finished Airing,7.17,807,2936.0,6365,2529,1,,,"Comedy, Martial Arts, Slice of Life"
8767,Shin Tenchi Muyou! Specials,Special,Unknown,6,Finished Airing,7.01,863,3545.0,6262,2640,3,,,"Comedy, Romance, Sci-Fi, Shounen"
1832,Meiou Project Zeorymer,OVA,Manga,4,Finished Airing,6.28,1485,6477.0,5820,3180,14,,"AIC, Artmic","Action, Sci-Fi, Psychological, Drama, Mecha"
2333,Anime Sanjuushi,TV,Novel,52,Finished Airing,7.22,1006,2708.0,6212,2702,19,Fall 1987,Studio Gallop,"Adventure, Drama, Historical, Romance"
34856,Cluster A,Music,Music,1,Finished Airing,5.46,57,8431.0,12744,112,0,,,Music
21975,Sore Ike! Anpanman: Outa to Teasobi Tanoshii ne,OVA,Unknown,2,Finished Airing,5.91,22,12222.0,12570,120,0,,,"Comedy, Fantasy, Kids"
36291,Ling Yu,ONA,Novel,10,Finished Airing,6.74,242,4585.0,8584,853,0,,Haoliners Animation League,Fantasy
22961,Date A Live: Encore,OVA,Light novel,1,Finished Airing,8.01,44171,541.0,1120,73939,663,,Production IMS,"Slice of Life, Romance"
1440,Ninja Mono,OVA,Original,2,Finished Airing,5.83,900,7733.0,6876,1976,6,,,"Adventure, Comedy, Shounen, Supernatural"
3605,Princess Army: Wedding★Combat,OVA,Manga,2,Finished Airing,5.38,248,8575.0,8721,791,2,,J.C.Staff,"Action, Martial Arts, Romance, Shoujo"
5088,Fabre-sensei wa Meitantei,TV,Book,26,Finished Airing,6.38,86,6069.0,9841,417,1,Spring 2000,E&amp;G Films,Mystery
30924,Mikagura Gakuen Kumikyoku,Music,Music,5,Finished Airing,6.73,314,4630.0,7661,1358,4,,,"Music, Psychological, School"
898,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,Movie,Manga,1,Finished Airing,7.21,47992,2775.0,1099,75162,38,,Toei Animation,"Action, Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
33871,Estima: Sense of Wonder,ONA,Original,13,Finished Airing,4.86,130,9158.0,10605,276,1,,,"Sci-Fi, Cars, Comedy, Historical"
17259,Kuroko no Basket: Oshaberi Shiyokka,Special,Unknown,1,Finished Airing,7.38,15875,2114.0,2122,29670,26,,Production I.G,"Comedy, School, Sports, Shounen"
272,Noir,TV,Original,26,Finished Airing,7.38,28405,2122.0,1067,77710,745,Spring 2001,Bee Train,"Action, Mystery, Drama"
2998,Hi no Tori: Uchuu-hen,OVA,Unknown,1,Finished Airing,7.11,585,3161.0,7421,1519,3,,Madhouse,"Sci-Fi, Space, Drama, Fantasy"
9598,Haiyoru! Nyaruani: Remember My Love(craft-sensei),TV,Light novel,11,Finished Airing,6.3,8709,6384.0,2616,20920,6,Winter 2011,DLE,"Comedy, Sci-Fi"
11751,Senki Zesshou Symphogear,TV,Original,13,Finished Airing,7.07,24908,3319.0,1280,63699,706,Winter 2012,"Satelight, Encourage Films","Action, Sci-Fi, Music"
2449,Ghost in the Shell: Stand Alone Complex - The Laughing Man,Special,Manga,1,Finished Airing,8.17,11299,344.0,2207,27922,48,,Production I.G,"Action, Mecha, Mystery, Police, Psychological, Sci-Fi, Seinen"
15201,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,Movie,Original,1,Finished Airing,7.43,22813,1884.0,1410,56371,57,,Sunrise,"Action, Mecha, Military"
6861,Shui Naodai,Special,Original,1,Finished Airing,6.33,414,6281.0,8301,985,0,,,"Sci-Fi, Dementia, Fantasy"
2678,Doraemon Movie 18: Nobita no Nejimaki City Boukenki,Movie,Unknown,1,Finished Airing,7.14,594,3035.0,7828,1249,0,,,"Adventure, Fantasy, Kids, Shounen"
4469,.hack//G.U. Trilogy: Parody Mode,Special,Game,1,Finished Airing,6.58,3409,5270.0,3893,8722,12,,,"Fantasy, Game, Comedy, Sci-Fi, Parody"
30825,Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,Special,Original,1,Finished Airing,7.11,2843,3158.0,4869,4995,2,,Studio Pierrot,"Horror, Mystery, Supernatural"
3673,Nijuu Mensou no Musume,TV,Manga,22,Finished Airing,7.62,8927,1304.0,2359,25087,149,Spring 2008,"Bones, Telecom Animation Film","Action, Adventure, Mystery"
8728,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama,Special,Original,1,Finished Airing,7.0,9261,3560.0,2551,21757,40,,Sunrise,"School, Supernatural"
8630,Hidan no Aria,TV,Light novel,12,Finished Airing,7.07,121550,3303.0,324,223899,839,Spring 2011,J.C.Staff,"Action, Comedy, Romance, School"
22335,Teekyuu 3 Specials,Special,Manga,2,Finished Airing,6.65,3579,4994.0,4399,6456,2,,MAPPA,"Comedy, School, Shounen, Sports"
2003,Tokyo Vice,OVA,Unknown,1,Finished Airing,5.51,400,8348.0,8339,968,1,,J.C.Staff,"Action, Mecha, Mystery, Sci-Fi"
33247,Tsubasa to Hotaru (2016),Special,Manga,3,Finished Airing,6.51,619,5586.0,6502,2368,4,,J.C.Staff,"Romance, School, Shoujo"
17669,Kunimatsu-sama no Otoridai,TV,Unknown,46,Finished Airing,6.88,16,11010.0,11700,165,0,Fall 1971,,"Comedy, School, Sports"
34607,Lostorage Conflated WIXOSS,TV,Card game,0,Currently Airing,7.07,1279,3311.0,3235,13584,34,Spring 2018,J.C.Staff,"Game, Psychological"
9212,Ruri-iro Princess,OVA,Manga,2,Finished Airing,5.41,32,11908.0,10778,252,0,,Studio Pierrot,"Romance, Shoujo"
980,Rikujou Bouei-tai Mao-chan,TV,Original,26,Finished Airing,6.33,934,6281.0,5676,3406,8,Summer 2002,Xebec,"Comedy, Kids, Magic, Military, Sci-Fi"
9807,Harley Spiny,TV,Unknown,140,Finished Airing,5.76,29,10353.0,12195,135,1,Summer 1996,,Kids
32663,Tama & Friends: Uchi no Tama Shirimasenka?,TV,Original,0,Currently Airing,6.67,9,12350.0,11740,163,0,Fall 2016,Kachidoki Studio,"Adventure, Kids"
26119,Iwata Kunchi no Obaachan,OVA,Unknown,1,Finished Airing,5.57,7,10610.0,13330,84,0,,Toei Animation,"Drama, Historical, Kids"
24705,"Ore, Twintail ni Narimasu.",TV,Light novel,12,Finished Airing,6.69,36706,4817.0,929,91843,369,Fall 2014,Production IMS,"Action, Comedy, Romance, Fantasy, School, Shounen"
3065,Ozanari Dungeon: Kaze no Tou,OVA,Manga,3,Finished Airing,6.34,310,6233.0,8538,870,3,,Telecom Animation Film,"Action, Adventure, Fantasy, Comedy"
34915,The iDOLM@STER SideM,TV,Game,13,Finished Airing,7.43,2913,1911.0,3539,10953,92,Fall 2017,A-1 Pictures,Music
6183,You Shoumei Bijutsukan Line,OVA,Unknown,1,Finished Airing,5.3,226,8696.0,9240,589,2,,Toei Animation,Fantasy
35285,A-Channel: Nabe wo Tabeyou,Special,4-koma manga,1,Finished Airing,6.98,812,3625.0,5265,4101,0,,Studio Gokumi,"Comedy, School, Seinen, Slice of Life"
26055,JoJo no Kimyou na Bouken: Stardust Crusaders 2nd Season,TV,Manga,24,Finished Airing,8.56,121404,78.0,400,190689,4468,Winter 2015,David Production,"Action, Adventure, Drama, Shounen, Supernatural"
32601,12-sai.: Chicchana Mune no Tokimeki,TV,Manga,12,Finished Airing,6.57,7579,5309.0,2789,18286,40,Spring 2016,OLM,"Romance, School, Shoujo"
6701,Jim Button,TV,Book,26,Finished Airing,6.05,52,7234.0,11062,216,0,Fall 1974,Eiken,"Kids, Adventure, Fantasy, Magic"
31057,Onaka Hime,ONA,Unknown,3,Finished Airing,4.5,32,11616.0,10928,231,0,,,Fantasy
3843,Ali Baba to 40-hiki no Touzoku,Movie,Unknown,1,Finished Airing,5.76,327,7875.0,8667,811,0,,Toei Animation,"Action, Fantasy"
1090,Mobile Suit Gundam I,Movie,Original,1,Finished Airing,7.39,9908,2076.0,2862,17370,20,,Sunrise,"Action, Military, Sci-Fi, Adventure, Space, Drama, Mecha"
1211,Macross Plus Movie Edition,Movie,Original,1,Finished Airing,7.79,5338,903.0,3673,10052,50,,Triangle Staff,"Action, Adventure, Mecha, Military, Romance, Sci-Fi, Space"
29957,Count Down,Movie,Unknown,1,Finished Airing,3.88,238,9461.0,10010,381,0,,,Dementia
1930,Futari wa Precure: Max Heart Movie 1,Movie,Original,1,Finished Airing,6.94,1623,3771.0,5435,3782,8,,Toei Animation,"Fantasy, Magic, Comedy, Shoujo"
12101,Mahou Shoujo Lyrical Nanoha: Lyrical Toy Box,Music,Unknown,1,Finished Airing,5.86,833,7673.0,6655,2199,4,,,"Magic, Music"
21835,Majin Bone,TV,Game,52,Finished Airing,6.79,1817,4363.0,4110,7681,27,Spring 2014,Toei Animation,Game
32422,Joukyuusei,Music,Music,1,Finished Airing,6.25,83,6578.0,10788,251,2,,,"Music, Kids"
30395,Kuripuri*Kuripura,Movie,Unknown,1,Finished Airing,4.82,57,9198.0,12035,146,0,,,Comedy
33238,Padak Padak,Movie,Original,1,Finished Airing,6.47,32,11704.0,12226,137,0,,,Drama
15989,Saki Achiga-hen: Episode of Side-A Specials,Special,Manga,4,Finished Airing,7.61,5942,1340.0,3608,10460,21,,Studio Gokumi,"Game, Slice of Life, School"
1329,Ohoshisama no Rail,Movie,Novel,1,Finished Airing,7.28,567,2469.0,7031,1850,3,,Madhouse,"Drama, Historical"
99,Mai-Otome,TV,Original,26,Finished Airing,7.37,20948,2153.0,1765,40454,323,Fall 2005,Sunrise,"Comedy, Drama, Fantasy, Magic"
7139,Gdleen,OVA,Unknown,1,Finished Airing,5.88,246,7616.0,9367,543,0,,,"Fantasy, Sci-Fi"
36234,"Panpaka Pants Matsuri Movie: Purin Ara, Domo",Movie,Original,1,Finished Airing,4.86,7,11710.0,13970,49,0,,DLE,"Comedy, Kids"
36752,Robotic Girl,Music,Music,1,Finished Airing,6.0,44,11897.0,12984,102,0,,,Music
32696,Fukigen na Mononokean,TV,Web manga,13,Finished Airing,7.45,26464,1804.0,1253,65061,264,Summer 2016,Pierrot Plus,"Comedy, Demons, Supernatural"
7296,Michi (Music),Music,Music,1,Finished Airing,5.44,304,8478.0,9498,510,0,,,Music
1973,X Densha de Ikou,OVA,Novel,1,Finished Airing,5.86,557,7683.0,7381,1549,8,,Madhouse,"Dementia, Mystery, Supernatural"
20109,Bokura Mangaka: Tokiwasou Monogatari,Special,Unknown,1,Finished Airing,6.38,21,9739.0,11360,188,0,,Toei Animation,"Comedy, Slice of Life"
32323,Aishen Qiaokeli-ing...,ONA,Web manga,15,Finished Airing,7.22,10960,2707.0,2123,29715,113,,G.CMay Animation &amp; Film,"Comedy, Harem, Romance, School"
5114,Fullmetal Alchemist: Brotherhood,TV,Manga,64,Finished Airing,9.25,733592,1.0,4,1199091,106895,Spring 2009,Bones,"Action, Military, Adventure, Comedy, Drama, Magic, Fantasy, Shounen"
6288,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,Movie,Original,1,Finished Airing,7.38,26878,2116.0,1706,42832,198,,Sunrise,"Action, Mecha, Sci-Fi, Space"
16331,Next A-Class,ONA,Original,1,Finished Airing,6.51,3232,5571.0,4728,5415,2,,Production I.G,"Action, Cars, Sci-Fi"
1828,Catblue: Dynamite,ONA,Unknown,1,Finished Airing,6.23,577,6609.0,7525,1450,1,,,"Action, Fantasy"
5299,Coffee Tadaiku,Movie,Unknown,1,Finished Airing,4.87,283,9145.0,9342,551,2,,,Slice of Life
22361,Shichinin no Nana: Oshougatsu Da yo! 7 x 7 = 49-nin no Nana?,Special,Unknown,1,Finished Airing,6.47,102,5737.0,10373,318,0,,A.C.G.T.,"Adventure, Comedy, Magic"
22031,Samurai Gun Special,Special,Manga,1,Finished Airing,5.93,166,7507.0,9483,513,0,,Studio Egg,"Action, Historical, Seinen"
29431,Eddie the Fast Break,TV,Unknown,0,Currently Airing,5.33,12,10041.0,12517,122,0,Winter 2010,,"Sports, Kids"
9865,Hetalia Axis Powers Fan Disc,OVA,Web manga,1,Finished Airing,7.48,3679,1693.0,3730,9671,31,,Studio Deen,"Comedy, Historical, Parody"
19959,Barbapapa (1977),TV,Picture book,48,Finished Airing,5.95,121,7447.0,10105,362,0,Spring 1977,Topcraft,"Comedy, Fantasy, Kids"
16988,Sore Ike! Anpanman: Anpanman to Christmas no Hoshi,Special,Unknown,1,Finished Airing,5.63,27,12182.0,12228,136,0,,TMS Entertainment,"Comedy, Fantasy, Kids"
32735,Persona 3 the Movie Meets “Walkman”,ONA,Game,1,Finished Airing,5.88,704,7631.0,6444,2440,4,,A-1 Pictures,Drama
25301,Maya no Isshou,Movie,Unknown,1,Finished Airing,6.63,8,11198.0,12316,131,0,,,"Historical, Slice of Life, Drama"
35300,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,Special,Game,0,Currently Airing,6.26,257,6550.0,4494,6113,17,,,"Drama, Magic"
34830,Dance with Devils: Fortuna,Movie,Original,1,Finished Airing,6.92,169,3832.0,3860,8947,33,,Brain&#039;s Base,"Harem, Demons, Supernatural, Romance, Vampire, Shoujo"
10202,Kamen Rider Den-O: Imagin Anime 3,OVA,Unknown,12,Finished Airing,6.47,168,5720.0,9766,438,1,,,"Action, Adventure, Comedy, Kids, Super Power"
9164,Attack No.1: Namida no Fushichou,Movie,Unknown,1,Finished Airing,6.23,67,6643.0,10119,359,0,,,"Sports, Drama, Shoujo"
29513,Aki no Kanade,Movie,Original,1,Finished Airing,7.13,6848,3063.0,3289,13093,21,,J.C.Staff,"Slice of Life, Music, School"
12671,Pokemon Best Wishes! Season 2: Kyurem vs. Seikenshi,Movie,Game,1,Finished Airing,6.61,10817,5169.0,2735,18992,7,,OLM,"Action, Adventure, Comedy, Kids, Drama, Fantasy"
810,Android Ana Maico 2010,TV,Manga,24,Finished Airing,6.54,724,5443.0,6644,2198,3,Spring 1998,,"Comedy, Drama, Sci-Fi, Seinen"
1023,Wolf&#039;s Rain OVA,OVA,Original,4,Finished Airing,8.1,24252,442.0,1671,44024,288,,Bones,"Sci-Fi, Adventure, Psychological, Supernatural, Drama"
9288,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,Movie,Original,1,Finished Airing,7.71,2124,1078.0,5269,4093,11,,Toei Animation,"Fantasy, Kids, Magic, Shoujo"
34006,Kakuchou Shoujo-kei Trinary,ONA,Original,34,Finished Airing,6.88,123,3997.0,3547,10919,33,,feel.,Sci-Fi
34497,Death March kara Hajimaru Isekai Kyousoukyoku,TV,Light novel,12,Finished Airing,6.89,64085,3944.0,557,147739,733,Winter 2018,"Silver Link., Connect","Adventure, Harem, Fantasy"
1254,Saint Seiya,TV,Manga,114,Finished Airing,7.96,51232,605.0,899,95892,2896,Fall 1986,Toei Animation,"Adventure, Fantasy, Sci-Fi, Shounen"
19257,Meganebu!,TV,Other,12,Finished Airing,6.37,6910,6132.0,2361,24969,61,Fall 2013,Studio Deen,"Comedy, School, Slice of Life"
929,Seisenshi Dunbine,TV,Original,49,Finished Airing,7.35,1094,2257.0,4787,5266,23,Winter 1983,Sunrise,"Action, Sci-Fi, Adventure, Drama, Fantasy, Mecha"
1021,Kaikan Phrase,TV,Manga,44,Finished Airing,7.51,2871,1614.0,3792,9319,111,Spring 1999,Studio Hibari,"Drama, Music, Romance, Shoujo"
18391,Mini Van,TV,4-koma manga,37,Finished Airing,7.22,400,2735.0,8047,1131,2,Spring 2013,DLE,"Game, Slice of Life, Comedy, Parody"
11809,gdgd Fairies,TV,Original,12,Finished Airing,7.02,1154,3496.0,5857,3125,31,Fall 2011,,Comedy
26115,Moudouken Quill no Isshou,OVA,Unknown,1,Finished Airing,5.43,7,11336.0,13138,92,0,,,Drama
1905,Harukanaru Toki no Naka de: Hachiyou Shou Specials,Special,Visual novel,8,Finished Airing,6.49,705,5640.0,6806,2049,6,,,"Fantasy, Magic, Romance, Supernatural, Historical, Shoujo"
23787,Hi☆sCoool! SeHa Girls,TV,Other,13,Finished Airing,6.57,3730,5326.0,3877,8835,33,Fall 2014,TMS Entertainment,"Comedy, Game"
17437,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,Movie,Game,1,Finished Airing,7.64,7500,1261.0,2996,15772,47,,A-1 Pictures,"Music, Comedy, Drama"
668,Koi Koi 7,TV,Manga,13,Finished Airing,5.89,4201,7588.0,3425,11837,15,Spring 2005,Studio Flag,"Comedy, Harem, Romance"
32850,Yuu no Mahou,Music,Music,1,Finished Airing,5.35,55,8617.0,12721,114,0,,,Music
6115,Lupin III vs. Detective Conan,Special,Unknown,1,Finished Airing,7.87,10458,761.0,2734,19032,24,,TMS Entertainment,"Action, Adventure, Comedy, Mystery, Shounen"
31417,Binan Koukou Chikyuu Boueibu LOVE! LOVE!,TV,Original,12,Finished Airing,7.21,6071,2761.0,2792,18248,89,Summer 2016,Studio Comet,"Slice of Life, Comedy, Parody, Magic, School"
22167,Goldfish Fetish,Movie,Original,1,Finished Airing,3.81,163,9466.0,10366,318,0,,,Dementia
20371,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,Movie,Light novel,1,Finished Airing,8.16,16491,363.0,1999,32900,152,,Studio Deen,"Comedy, Drama, Romance, Shounen Ai"
23819,Onimaru: Senjou ni Kakeru Itsutsu no Seishun,OVA,Unknown,1,Finished Airing,4.83,18,11630.0,12054,144,0,,Madhouse,"Action, Adventure"
2053,Capricorn,OVA,Manga,1,Finished Airing,5.57,575,8246.0,7427,1517,1,,,"Sci-Fi, Adventure, Comedy, Fantasy, Shounen"
30757,Monster Strike,ONA,Game,51,Finished Airing,6.65,2753,4977.0,3206,13878,27,,Studio Hibari,"Action, Fantasy, Game"
31588,All Out!!,TV,Manga,25,Finished Airing,7.21,22981,2757.0,1309,61960,213,Fall 2016,"Madhouse, TMS Entertainment","Sports, School, Seinen"
1604,Katekyo Hitman Reborn!,TV,Manga,203,Finished Airing,8.31,145865,230.0,173,332312,13899,Fall 2006,Artland,"Action, Comedy, Shounen, Super Power"
12877,Bokurano Recap,Special,Manga,1,Finished Airing,6.2,699,6744.0,6717,2140,1,,Gonzo,"Drama, Mecha, Psychological, Sci-Fi"
9501,Greek Roman Sinhwa: Olympus Guardian (Movie),Movie,Unknown,1,Finished Airing,6.04,58,7261.0,10693,264,0,,,"Adventure, Fantasy, Historical"
32861,Tsukiyomi,Music,Music,1,Finished Airing,5.48,79,8412.0,11977,150,0,,,Music
5244,Aria The Natural: Sono Futatabi Deaeru Kiseki ni...,Special,Unknown,1,Finished Airing,7.5,5165,1624.0,3454,11614,22,,Hal Film Maker,"Fantasy, Sci-Fi, Shounen, Slice of Life"
2095,Salamander,OVA,Game,3,Finished Airing,6.08,277,7124.0,8693,803,0,,Studio Pierrot,"Adventure, Sci-Fi"
32816,Teekyuu 6 Specials,Special,Manga,2,Finished Airing,6.23,392,6662.0,7433,1512,0,,Millepensee,"Comedy, Sports, Shounen"
32633,Nowisee,Music,Original,24,Finished Airing,6.74,143,4595.0,7996,1157,2,,,Music
4548,Yozakura Quartet,TV,Manga,12,Finished Airing,6.92,24250,3863.0,947,89430,147,Fall 2008,Nomad,"Action, Magic, Comedy, Super Power, Supernatural, Shounen"
2423,Grey: Digital Target,Movie,Unknown,1,Finished Airing,6.24,582,6616.0,7610,1395,3,,,"Action, Fantasy, Sci-Fi"
22043,Fairy Tail (2014),TV,Manga,102,Finished Airing,8.13,185951,397.0,120,402527,9325,Spring 2014,"A-1 Pictures, Bridge","Action, Adventure, Comedy, Fantasy, Magic, Shounen"
9861,Anime Tenchou Movie,Movie,Unknown,1,Finished Airing,5.54,365,8289.0,7387,1543,1,,,"Action, Parody"
30230,Diamond no Ace: Second Season,TV,Manga,51,Finished Airing,8.42,29267,153.0,1384,57673,610,Spring 2015,"Production I.G, Madhouse","Comedy, Sports, School, Shounen"
456,Gokujou Seitokai,TV,Manga,26,Finished Airing,7.02,4874,3498.0,3172,14175,55,Spring 2005,J.C.Staff,"Comedy, School, Slice of Life"
15067,Kaiketsu Zorori Da-Da-Da-Daibouken!,Movie,Unknown,1,Finished Airing,6.29,45,10705.0,10925,232,0,,Sunrise,"Adventure, Comedy"
1503,Mahou Shoujo Pretty Sammy Specials,Special,Unknown,7,Finished Airing,6.35,288,6194.0,8263,1007,1,,,"Adventure, Comedy, Fantasy, Magic, Parody, Seinen"
34647,3-gatsu no Lion Recap,Special,Manga,1,Finished Airing,6.74,3938,4561.0,4155,7491,6,,Shaft,Drama
28543,Zukkoke Sannin-gumi no Hi Asobi Boushi Daisakusen,OVA,Unknown,1,Finished Airing,4.69,13,12862.0,13263,87,0,,,"Kids, Drama"
30519,Ba La La Xiao Mo Xian Zhi: Caihong Xin Shi,TV,Unknown,36,Finished Airing,6.13,67,6994.0,9128,626,1,Spring 2011,,"Comedy, Magic, Shoujo"
3463,A.LI.CE,Movie,Unknown,1,Finished Airing,5.22,366,8794.0,7804,1264,3,,,Sci-Fi
34163,Tsubuyaki-tai,ONA,Original,52,Finished Airing,4.2,5,12505.0,13440,80,0,,,Comedy
33419,12-sai.: Chicchana Mune no Tokimeki 2nd Season,TV,Manga,12,Finished Airing,6.79,3073,4347.0,4002,8122,17,Fall 2016,OLM,"Romance, School, Shoujo"
30284,Taabou no Ganbaru Sengen,OVA,Unknown,1,Finished Airing,4.2,10,12320.0,13566,73,0,,,Kids
4566,Prism Ark Specials,Special,Unknown,6,Finished Airing,6.24,563,6624.0,7076,1802,0,,,"Action, Comedy, Drama, Fantasy, Magic"
1226,Seihou Tenshi Angel Links,TV,Unknown,13,Finished Airing,6.04,1930,7266.0,4625,5703,2,Spring 1999,Sunrise,"Action, Adventure, Space, Comedy, Romance, Drama, Sci-Fi"
31807,Sugio: Mori de Koi wo Shite,ONA,Original,3,Finished Airing,5.45,97,8463.0,11033,222,0,,DLE,Comedy
8697,Mizutori,Music,Unknown,1,Finished Airing,5.77,178,7867.0,10397,312,0,,,Music
28963,Nekota no Koto ga Kininatte Shikatanai.,Special,Manga,1,Finished Airing,6.37,170,6134.0,8628,830,2,,,"School, Shoujo"
21947,Sore Ike! Anpanman: Gomira no Hoshi,Movie,Unknown,1,Finished Airing,5.73,22,12197.0,12438,126,0,,,"Comedy, Fantasy, Kids"
3077,Warau Salesman,TV,Manga,103,Finished Airing,6.64,279,5039.0,6661,2188,3,Fall 1989,Shin-Ei Animation,"Psychological, Supernatural, Drama, Seinen"
7405,Jankenman,TV,Unknown,51,Finished Airing,6.27,125,6509.0,10178,350,1,Spring 1991,,"Adventure, Super Power"
30228,Chel-in sacheon-wang,Movie,Unknown,1,Finished Airing,4.77,13,9821.0,13265,86,0,,,"Action, Sci-Fi"
25161,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,Special,Manga,1,Finished Airing,8.05,26965,494.0,1711,42708,96,,Toei Animation,"Adventure, Comedy, Fantasy, Shounen"
25973,I Love Picnic,Special,Original,1,Finished Airing,5.45,97,8452.0,11370,190,0,,RG Animation Studios,"Kids, Comedy"
31111,Nisshin Seifun Group CM,Special,Other,3,Finished Airing,6.15,315,6938.0,8784,763,0,,Studio Ghibli,"Kids, Slice of Life"
635,Juubee-chan: Lovely Gantai no Himitsu,TV,Original,13,Finished Airing,6.71,5765,4709.0,3304,13036,29,Spring 1999,Madhouse,"Action, Adventure, Comedy, Drama, Shounen"
20189,Boku no Son Gokuu,Movie,Unknown,1,Finished Airing,6.04,63,7257.0,10599,277,0,,,"Kids, Adventure, Fantasy"
1848,Haou Taikei Ryuu Knight,TV,Manga,52,Finished Airing,6.65,377,4966.0,6883,1975,6,Spring 1994,Sunrise,"Action, Adventure, Fantasy, Mecha"
34346,Pig: Oka no Ue no Dam Keeper,ONA,Original,10,Finished Airing,5.63,8,11761.0,10359,320,0,,,Fantasy
7844,The Place Where We Were,Movie,Original,1,Finished Airing,6.03,37,12423.0,10700,262,0,,,Dementia
36054,Teekyuu 9 Specials,Special,Manga,2,Finished Airing,6.44,111,5857.0,7814,1262,0,,,"Comedy, Sports, Shounen"
31924,Monchhichiisu,TV,Other,20,Finished Airing,6.33,9,11316.0,13481,78,1,Winter 2013,,Kids
5828,Kishin Douji Zenki Gaiden: Anki Kitan,OVA,Unknown,1,Finished Airing,6.62,395,5118.0,8023,1139,2,,Studio Deen,"Action, Supernatural"
13239,Mass Effect: Paragon Lost,Movie,Game,1,Finished Airing,6.44,3372,5845.0,4446,6291,14,,Production I.G,"Action, Adventure, Sci-Fi"
32175,Shounen Maid,TV,Manga,12,Finished Airing,7.4,17689,2045.0,1691,43366,152,Spring 2016,8bit,"Comedy, Shoujo, Slice of Life"
1030,Heisei Tanuki Gassen Ponpoko,Movie,Original,1,Finished Airing,7.4,25875,2020.0,1658,44509,132,,Studio Ghibli,Kids
34034,Pokemon Sun & Moon,TV,Game,0,Currently Airing,6.94,8766,3791.0,2185,28281,230,Fall 2016,OLM,"Action, Fantasy, Game, Kids, School"
34611,Answer (2016),Music,Manga,1,Finished Airing,7.42,1988,1921.0,5450,3767,12,,Shaft,"Music, Drama, Seinen"
36528,Kakyuusei (TV): Hajimemashite Tina!,Special,Visual novel,1,Finished Airing,5.65,43,10725.0,11238,200,0,,,"Sci-Fi, Romance, School"
36777,Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,OVA,Visual novel,1,Finished Airing,6.98,46,12601.0,5244,4149,7,,White Fox,"Action, Drama, Fantasy"
6479,Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,Special,Original,1,Finished Airing,6.94,10244,3765.0,2849,17478,7,,AIC,"Slice of Life, Romance, Shoujo Ai"
13283,One Off,OVA,Original,4,Finished Airing,6.48,4364,5690.0,3516,11129,9,,TYO Animations,Slice of Life
9967,W: Wish Omake,Special,Unknown,4,Finished Airing,5.47,323,8424.0,8271,1001,0,,,"Harem, School, Seinen"
10138,Manga Hajimete Omoshiro Juku,TV,Unknown,110,Finished Airing,6.31,61,6358.0,11030,222,0,Winter 1989,,"Adventure, Kids"
37358,Boat Race Marugame Image Talent Mimika,Special,Original,1,Finished Airing,4.42,12,9731.0,13805,60,0,,,Sports
33777,Yodomi no Sakagi,Special,Original,1,Finished Airing,5.8,83,7812.0,11108,214,0,,,Drama
27927,Urawa no Usagi-chan,TV,Original,12,Finished Airing,5.43,3964,8502.0,3563,10753,6,Spring 2015,A-Real,"Slice of Life, Comedy, School"
31513,Aoki Seimei Hoken,Special,Unknown,1,Finished Airing,4.69,151,9269.0,10757,255,0,,,Comedy
10216,"Yondemasu yo, Azazel-san. (TV)",TV,Manga,13,Finished Airing,7.62,24120,1315.0,1488,52396,298,Spring 2011,Production I.G,"Comedy, Supernatural, Demons"
17665,Dohyou no Oni-tachi,Movie,Unknown,1,Finished Airing,6.0,14,9984.0,12458,124,0,,Studio Deen,"Drama, Historical, Sports"
4985,Mahou Shoujo Lyrical Nanoha: The Movie 1st,Movie,Original,1,Finished Airing,8.0,11800,555.0,2447,23462,186,,Seven Arcs,"Action, Comedy, Drama, Magic, Super Power"
