anime_id,title,type,source,episodes,status,score,scored_by,rank,popularity,members,favorites,premiered,studio,genre
11013,Inu x Boku SS,TV,Manga,12,Finished Airing,7.63,139250,1274.0,231,283882,2809,Winter 2012,David Production,"Comedy, Supernatural, Romance, Shounen"
2104,Seto no Hanayome,TV,Manga,26,Finished Airing,7.89,91206,727.0,366,204003,2579,Spring 2007,Gonzo,"Comedy, Parody, Romance, School, Shounen"
5262,Shugo Chara!! Doki,TV,Manga,51,Finished Airing,7.55,37129,1508.0,1173,70127,802,Fall 2008,Satelight,"Comedy, Magic, School, Shoujo"
721,Princess Tutu,TV,Original,38,Finished Airing,8.21,36501,307.0,916,93312,3344,Summer 2002,Hal Film Maker,"Comedy, Drama, Magic, Romance, Fantasy"
12365,Bakuman. 3rd Season,TV,Manga,25,Finished Airing,8.67,107767,50.0,426,182765,2082,Fall 2012,J.C.Staff,"Comedy, Drama, Romance, Shounen"
6586,Yume-iro Pâtissière,TV,Manga,50,Finished Airing,8.03,21618,526.0,1630,45625,826,Fall 2009,"Studio Pierrot, Studio Hibari","Kids, School, Shoujo"
178,Ultra Maniac,TV,Manga,26,Finished Airing,7.26,9663,2594.0,2490,22778,122,Spring 2003,Production Reed,"Magic, Comedy, Romance, School, Shoujo"
2787,Shakugan no Shana II (Second),TV,Light novel,24,Finished Airing,7.72,126085,1066.0,332,220591,1075,Fall 2007,J.C.Staff,"Action, Drama, Fantasy, Romance, School, Supernatural"
4477,Nodame Cantabile: Paris-hen,TV,Manga,11,Finished Airing,8.24,53908,281.0,988,85660,282,Fall 2008,J.C.Staff,"Music, Slice of Life, Comedy, Romance, Josei"
853,Ouran Koukou Host Club,TV,Manga,26,Finished Airing,8.34,335137,205.0,69,538843,24072,Spring 2006,Bones,"Comedy, Harem, Romance, School, Shoujo"
4814,Junjou Romantica 2,TV,Manga,12,Finished Airing,8.15,66565,374.0,799,108186,1123,Fall 2008,Studio Deen,"Comedy, Drama, Romance, Shounen Ai"
7054,Kaichou wa Maid-sama!,TV,Manga,26,Finished Airing,8.2,315130,314.0,71,531292,14436,Spring 2010,J.C.Staff,"Comedy, Romance, School, Shoujo"
11123,Sekaiichi Hatsukoi 2,TV,Manga,12,Finished Airing,8.23,53285,288.0,945,89543,726,Fall 2011,Studio Deen,"Comedy, Drama, Romance, Shounen Ai"
14227,Tonari no Kaibutsu-kun,TV,Manga,13,Finished Airing,7.71,281448,1093.0,88,482105,4064,Fall 2012,Brain&#039;s Base,"Slice of Life, Comedy, Romance, School, Shoujo"
269,Bleach,TV,Manga,366,Finished Airing,7.9,433097,693.0,18,819284,40718,Fall 2004,Studio Pierrot,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen"
6045,Kimi ni Todoke,TV,Manga,25,Finished Airing,8.13,212710,400.0,111,417136,8041,Fall 2009,Production I.G,"Slice of Life, Drama, Romance, School, Shoujo"
1735,Naruto: Shippuuden,TV,Manga,500,Finished Airing,8.18,385179,337.0,20,794112,42846,Winter 2007,Studio Pierrot,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen"
210,Ranma ½,TV,Manga,161,Finished Airing,7.85,59911,802.0,623,134537,2742,Spring 1989,Studio Deen,"Slice of Life, Comedy, Martial Arts, Fantasy"
4224,Toradora!,TV,Light novel,25,Finished Airing,8.39,557898,174.0,13,910373,35322,Fall 2008,J.C.Staff,"Slice of Life, Comedy, Romance, School"
10030,Bakuman. 2nd Season,TV,Manga,25,Finished Airing,8.49,122090,108.0,374,201720,1023,Fall 2011,J.C.Staff,"Comedy, Drama, Romance, Shounen"
74,Gakuen Alice,TV,Manga,26,Finished Airing,7.77,33244,941.0,1291,62951,1403,Fall 2004,Group TAC,"Comedy, School, Shoujo, Super Power"
4722,Skip Beat!,TV,Manga,25,Finished Airing,8.24,90699,282.0,488,164738,4668,Fall 2008,Hal Film Maker,"Comedy, Drama, Romance, Shoujo"
14397,Chihayafuru 2,TV,Manga,25,Finished Airing,8.47,62720,116.0,757,114340,1116,Winter 2013,Madhouse,"Drama, Game, Josei, School, Slice of Life, Sports"
1557,Shounen Onmyouji,TV,Light novel,26,Finished Airing,7.68,14619,1158.0,1793,39422,274,Fall 2006,Studio Deen,"Action, Magic, Fantasy, Supernatural, Demons, Historical, Shoujo"
10800,Chihayafuru,TV,Manga,25,Finished Airing,8.29,89081,246.0,348,213902,4524,Fall 2011,Madhouse,"Drama, Game, Josei, School, Slice of Life, Sports"
3731,Itazura na Kiss,TV,Manga,25,Finished Airing,7.7,91187,1108.0,473,170224,2632,Spring 2008,TMS Entertainment,"Comedy, Romance, Shoujo"
9513,Beelzebub,TV,Manga,60,Finished Airing,8.02,136105,528.0,208,302082,3785,Winter 2011,Pierrot Plus,"Action, Comedy, Demons, Supernatural, School, Shounen"
5835,Hanasakeru Seishounen,TV,Manga,39,Finished Airing,7.87,16772,753.0,1654,44633,500,Spring 2009,Studio Pierrot,"Drama, Romance, Shoujo"
9863,SKET Dance,TV,Manga,77,Finished Airing,8.33,44132,213.0,646,130264,2474,Spring 2011,Tatsunoko Production,"Comedy, School, Shounen"
120,Fruits Basket,TV,Manga,26,Finished Airing,7.77,167968,939.0,222,292572,7579,Summer 2001,Studio Deen,"Slice of Life, Comedy, Drama, Romance, Fantasy, Shoujo"
957,Saiunkoku Monogatari,TV,Light novel,39,Finished Airing,8.04,23467,512.0,1313,61739,1059,Spring 2006,Madhouse,"Adventure, Fantasy, Comedy, Romance, Historical, Drama"
21,One Piece,TV,Manga,0,Currently Airing,8.54,423868,91.0,35,720133,69760,Fall 1999,Toei Animation,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen"
1974,Glass no Kamen (2005),TV,Manga,51,Finished Airing,8.18,7348,333.0,2523,22123,365,Spring 2005,Tokyo Movie Shinsha,"Drama, Shoujo"
1914,Saiunkoku Monogatari 2nd Season,TV,Light novel,39,Finished Airing,8.16,11924,362.0,2233,27481,201,Spring 2007,Madhouse,"Adventure, Comedy, Drama, Fantasy, Historical, Romance"
249,InuYasha,TV,Manga,167,Finished Airing,7.9,181978,697.0,141,371313,12282,Fall 2000,Sunrise,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen"
5690,Nodame Cantabile Finale,TV,Manga,11,Finished Airing,8.34,47983,203.0,995,84808,381,Winter 2010,J.C.Staff,"Comedy, Josei, Music, Romance"
1571,Ghost Hunt,TV,Novel,25,Finished Airing,7.92,69224,656.0,527,152490,2579,Fall 2006,J.C.Staff,"Comedy, Horror, Mystery, Shoujo, Supernatural"
11759,Accel World,TV,Light novel,24,Finished Airing,7.53,236083,1545.0,103,433343,3680,Spring 2012,Sunrise,"Action, Game, Sci-Fi, Romance, School"
7674,Bakuman.,TV,Manga,25,Finished Airing,8.32,167429,216.0,172,332666,6846,Fall 2010,J.C.Staff,"Comedy, Drama, Romance, Shounen"
1698,Nodame Cantabile,TV,Manga,23,Finished Airing,8.41,87363,163.0,381,198927,4443,Winter 2007,J.C.Staff,"Music, Slice of Life, Comedy, Drama, Romance, Josei"
14713,Kamisama Hajimemashita,TV,Manga,13,Finished Airing,8.14,138954,383.0,259,266342,6387,Fall 2012,TMS Entertainment,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo"
232,Cardcaptor Sakura,TV,Manga,70,Finished Airing,8.21,121898,297.0,292,237669,9453,Spring 1998,Madhouse,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo"
233,Daa! Daa! Daa!,TV,Manga,78,Finished Airing,7.78,6598,919.0,3045,15211,216,Spring 2000,J.C.Staff,"Comedy, Sci-Fi, Shoujo"
9656,Kimi ni Todoke 2nd Season,TV,Manga,12,Finished Airing,8.12,133548,412.0,322,224494,1117,Winter 2011,Production I.G,"Slice of Life, Drama, Romance, School, Shoujo"
9926,Sekaiichi Hatsukoi,TV,Manga,12,Finished Airing,8.07,69250,469.0,701,121752,2908,Spring 2011,Studio Deen,"Comedy, Drama, Romance, Shounen Ai"
2564,Code-E,TV,Original,12,Finished Airing,6.49,5866,5635.0,3214,13818,18,Summer 2007,Studio Deen,"Comedy, Romance, School, Sci-Fi, Slice of Life"
3092,Junjou Romantica,TV,Manga,12,Finished Airing,7.99,86423,568.0,568,146369,4707,Spring 2008,Studio Deen,"Comedy, Drama, Romance, Shounen Ai"
1579,Kiniro no Corda: Primo Passo,TV,Visual novel,25,Finished Airing,7.63,36820,1273.0,1138,72255,1126,Fall 2006,Yumeta Company,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo"
32370,D.Gray-man Hallow,TV,Manga,13,Finished Airing,7.92,40618,655.0,795,108764,825,Summer 2016,TMS Entertainment,"Action, Adventure, Super Power, Demons, Shounen"
11547,Sengoku☆Paradise Kiwami,TV,Unknown,26,Finished Airing,6.2,609,6763.0,5316,3989,2,Fall 2011,"Milky Cartoon, LMD","Action, Comedy, Drama, Historical, Romance, Samurai, Shoujo"
7518,Boku wa Kuma,Music,Original,1,Finished Airing,5.79,690,7814.0,8069,1111,1,,,"Kids, Music, Slice of Life"
7605,Parasol Henbei,TV,Unknown,200,Finished Airing,6.39,94,6043.0,10418,309,2,Fall 1989,,"Adventure, Comedy, Fantasy, Kids, Magic"
9389,Ginga Hyouryuu Vifam: Kieta 12-nin,OVA,Unknown,1,Finished Airing,6.29,102,6435.0,10547,285,0,,Sunrise,"Sci-Fi, Adventure, Space, Mecha"
34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,OVA,Original,1,Finished Airing,7.4,15423,2049.0,2044,31844,276,,Lerche,"Action, Mystery, Horror, Psychological"
9998,Chuuhai Lemon: Love 30s - Ame ni Nurete mo,OVA,Unknown,1,Finished Airing,6.0,28,9895.0,11667,165,0,,,"Police, Comedy, Romance, Drama"
153,Juuni Kokuki,TV,Novel,45,Finished Airing,8.13,28791,399.0,1016,82925,1907,Spring 2002,Studio Pierrot,"Action, Adventure, Fantasy, Magic, Supernatural"
27417,Diabolik Lovers OVA,OVA,Visual novel,1,Finished Airing,6.04,9290,7260.0,2721,19268,64,,"Production I.G, Zexcs","Harem, School, Vampire, Shoujo"
23903,Tuzki: Love Assassin,ONA,Unknown,1,Finished Airing,5.87,237,7654.0,9602,482,1,,Studio 4°C,"Comedy, Romance"
13247,Lupin III: Lupin Ikka Seizoroi,Special,Unknown,1,Finished Airing,6.87,676,4041.0,6950,1926,0,,,"Adventure, Comedy, Seinen"
33398,Neko Konogoro,TV,Manga,0,Currently Airing,3.44,18,11426.0,10123,361,0,Summer 2016,Kachidoki Studio,Comedy
1051,Ao no 6-gou,OVA,Manga,4,Finished Airing,7.14,16149,3026.0,1950,34469,184,,Gonzo,"Action, Adventure, Mecha, Military, Sci-Fi"
12447,Ben-To Picture Drama,Special,Light novel,6,Finished Airing,6.15,2806,6924.0,3977,8265,3,,David Production,Comedy
3294,Gasshin Sentai Mechander Robo,TV,Unknown,35,Finished Airing,6.17,79,6851.0,9869,412,0,Spring 1977,,"Space, Mecha, Military, Mystery, Sci-Fi"
1381,Seikai no Monshou Special,Special,Light novel,1,Finished Airing,7.35,1050,2254.0,6165,2758,3,,Sunrise,"Action, Military, Romance, Sci-Fi, Space"
8022,Tegamibachi Gakuen,Special,Original,25,Finished Airing,7.42,1911,1953.0,4119,7644,7,,Studio Pierrot,Comedy
32666,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,ONA,Original,1,Finished Airing,4.32,22,11629.0,12944,102,0,,DLE,Comedy
33775,Soul Buster,TV,Manga,12,Finished Airing,5.91,4687,7553.0,2963,16223,13,Fall 2016,Studio Pierrot,"Action, Samurai"
20667,Mobile Suit Gundam: Zeonic Front - Indignation of Zeon.,Special,Unknown,1,Finished Airing,5.86,315,7674.0,8025,1143,0,,Sunrise,"Mecha, Military"
35277,Nanumu no Ie,Movie,Other,1,Finished Airing,4.86,7,11408.0,13987,49,0,,,"Drama, Historical"
14353,Death Billiards,Movie,Original,1,Finished Airing,8.01,81162,542.0,637,132203,226,,Madhouse,"Game, Mystery, Psychological, Drama, Thriller"
32747,Fake Style II,Music,Music,1,Finished Airing,5.85,103,7689.0,11594,174,0,,,Music
5235,Live On Cardliver Kakeru,TV,Manga,51,Finished Airing,6.86,97,4074.0,9003,673,3,Fall 2008,TMS Entertainment,"Game, Fantasy"
8154,Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,Movie,Unknown,1,Finished Airing,6.17,60,6853.0,10204,342,0,,Toei Animation,"Adventure, Comedy, Fantasy, Horror, Supernatural"
16251,Shinkai no Kantai: Submarine 707,OVA,Manga,1,Finished Airing,5.73,120,7936.0,9879,412,0,,"J.C.Staff, Toei Animation","Action, Adventure, Military, Sci-Fi"
6777,Densha Kamo Shirenai,Music,Music,1,Finished Airing,5.62,395,8152.0,9124,632,2,,,Music
35594,Ylion to Callysia,Movie,Original,1,Finished Airing,5.86,7,12762.0,10399,313,0,,,"Action, Fantasy"
29765,Metropolis (2009),Movie,Unknown,1,Finished Airing,6.26,129,6552.0,9665,467,0,,,
32561,Hai to Gensou no Grimgar Special,Special,Light novel,1,Finished Airing,6.65,16293,4965.0,2146,29209,29,,A-1 Pictures,Comedy
24275,Medamayaki no Kimi Itsu Tsubusu?,Special,Manga,4,Finished Airing,5.92,161,7526.0,8668,811,0,,Fanworks,"Comedy, Seinen"
29363,Watashi no Ashinaga Ojisan Specials,Special,Unknown,2,Finished Airing,6.41,37,12656.0,11258,199,0,,Nippon Animation,"Comedy, Romance, School, Shoujo, Slice of Life"
3669,Duel Masters Movie 1: Yami no Shiro no Maryuuou,Movie,Original,1,Finished Airing,5.96,333,7431.0,8482,896,2,,,"Adventure, Kids"
1811,Bounty Dog: Getsumen no Ibu,OVA,Original,2,Finished Airing,5.63,953,8135.0,6716,2147,3,,Animate Film,"Action, Sci-Fi, Space"
5036,Hurricane Live! 2033,Special,Unknown,7,Finished Airing,6.73,368,4624.0,7924,1199,2,,,Music
9690,Densetsu no Yuusha no Densetsu: Iris Report,Special,Unknown,1,Finished Airing,6.6,7177,5192.0,3179,14153,19,,Zexcs,"Action, Adventure, Fantasy, Magic, Shounen"
812,Chikyuu Shoujo Arjuna,TV,Original,13,Finished Airing,6.95,8111,3731.0,2600,21106,159,Winter 2001,Satelight,"Adventure, Drama, Magic, Sci-Fi"
19849,Peeping Life 5.0ch,OVA,Original,10,Finished Airing,5.51,59,8359.0,10532,290,0,,,"Comedy, Slice of Life"
7791,K-On!!,TV,4-koma manga,26,Finished Airing,8.14,178001,383.0,183,322621,7149,Spring 2010,Kyoto Animation,"Comedy, Music, School, Slice of Life"
747,Haru wo Daite Ita,OVA,Manga,2,Finished Airing,6.93,10761,,2808,17989,92,,Trinet Entertainment,"Drama, Romance, Yaoi"
11009,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,Movie,Game,1,Finished Airing,7.13,2588,3092.0,4395,6463,13,,OLM,"Adventure, Comedy, Fantasy, Kids"
8726,Soredemo Machi wa Mawatteiru,TV,Manga,12,Finished Airing,7.47,14763,1744.0,1826,38419,143,Fall 2010,Shaft,"Comedy, Slice of Life"
20229,Makkuro na Obentou,Movie,Unknown,1,Finished Airing,7.89,9,11140.0,11647,169,0,,,"Drama, Historical"
33155,Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,Special,Original,1,Finished Airing,6.24,485,6612.0,6987,1890,2,,,"Action, School"
10869,Scan2Go,TV,Unknown,52,Finished Airing,6.23,392,6660.0,8158,1062,5,Summer 2010,SynergySP,"Cars, Kids, Shounen, Space, Sports"
12589,3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,Movie,Unknown,1,Finished Airing,6.14,73,6954.0,10118,358,2,,,"Adventure, Kids"
15813,Majokko Shimai no Yoyo to Nene,Movie,Manga,1,Finished Airing,7.57,4073,1431.0,3511,11187,17,,ufotable,"Fantasy, Magic"
33462,Bernard-jou Iwaku.,TV,Manga,12,Finished Airing,6.03,5918,7274.0,3130,14460,13,Fall 2016,Creators in Pack,"Comedy, School"
12569,Himitsu no Akko-chan (Movie),Movie,Unknown,1,Finished Airing,6.0,92,7349.0,10351,323,0,,Toei Animation,"Magic, School, Shoujo"
34908,Calihara no Uta,Movie,Original,1,Finished Airing,5.56,64,8261.0,12271,134,0,,,"Music, Kids"
1586,Aoi Umi no Tristia,OVA,Visual novel,2,Finished Airing,5.81,1221,7768.0,6326,2569,0,,ufotable,"Adventure, Mecha"
1778,Dae Jang Geum: Jang Geum&#039;s Dream,TV,Other,26,Finished Airing,7.22,454,2710.0,7079,1799,7,Fall 2005,,"Adventure, Comedy, Historical"
20057,Space☆Dandy,TV,Original,13,Finished Airing,7.88,75431,748.0,468,171855,2868,Winter 2014,Bones,"Sci-Fi, Space, Comedy"
18637,Tetsuwan Atom: Ivan no Wakusei - Robot to Ningen no Yuujou,Movie,Unknown,1,Finished Airing,6.3,121,6416.0,9331,556,0,,,"Action, Mecha, Super Power, Sci-Fi, Shounen"
6828,Ohi-sama to Kaeru,Movie,Original,1,Finished Airing,4.2,244,9424.0,9730,445,0,,,Comedy
30347,Nanatsu no Taizai OVA,OVA,Manga,2,Finished Airing,7.77,34252,949.0,1245,65495,94,,A-1 Pictures,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen"
14249,Ribbon no Kishi (1999),Movie,Unknown,1,Finished Airing,6.14,54,6976.0,10857,243,0,,,Adventure
18893,Aoki Hagane no Arpeggio: Ars Nova,TV,Manga,12,Finished Airing,7.5,48992,1623.0,821,105762,800,Fall 2013,SANZIGEN,"Action, Sci-Fi, Seinen"
35334,ClassicaLoid 2nd Season,TV,Original,25,Finished Airing,6.47,855,5712.0,5092,4497,7,Fall 2017,Sunrise,"Music, Comedy"
3164,Ichigo Ichie: Koibana Tomobana,TV,Unknown,13,Finished Airing,6.81,48,10544.0,10404,311,1,Fall 2007,,"Slice of Life, Comedy, School"
2632,Doraemon: Time Machine de Oshougatsu,Special,Unknown,1,Finished Airing,6.84,265,4139.0,8833,737,1,,,"Sci-Fi, Adventure, Comedy, Kids, Shounen"
2199,Chirin no Suzu,Movie,Picture book,1,Finished Airing,7.17,2361,2916.0,4822,5161,21,,Sanrio,"Adventure, Drama, Fantasy"
1286,MD Geist II: Death Force,OVA,Unknown,1,Finished Airing,5.13,3115,8910.0,4815,5168,16,,Zero-G Room,"Mecha, Military, Sci-Fi"
34561,Re:Creators,TV,Original,22,Finished Airing,7.69,74531,1138.0,347,214467,1717,Spring 2017,TROYCA,"Action, Sci-Fi, Fantasy"
515,Hajimari no Boukensha-tachi: Legend of Crystania,Movie,Unknown,1,Finished Airing,6.12,1466,7025.0,5670,3423,4,,Triangle Staff,"Action, Adventure, Fantasy, Magic, Supernatural"
33907,Magical Music Train,Music,Music,1,Finished Airing,4.7,75,9266.0,12390,129,0,,,Music
238,Rekka no Honoo,TV,Manga,42,Finished Airing,7.42,18254,1948.0,1730,41792,219,Summer 1997,Studio Pierrot,"Action, Adventure, Martial Arts, Shounen, Super Power"
5990,Cosmic Fantasy: Ginga Mehyou no Wana,OVA,Game,1,Finished Airing,5.63,135,8137.0,9763,438,0,,,"Action, Sci-Fi, Space, Comedy, Romance, Fantasy"
27989,Hibike! Euphonium,TV,Novel,13,Finished Airing,8.02,94024,530.0,367,203942,3337,Spring 2015,Kyoto Animation,"Music, School, Drama"
36838,Gintama.: Shirogane no Tamashii-hen,TV,Manga,12,Finished Airing,8.85,14981,25.0,1724,42265,393,Winter 2018,Bandai Namco Pictures,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen"
1200,Gun-dou Musashi,TV,Original,26,Finished Airing,6.06,476,7203.0,4956,4777,15,Spring 2006,ACC Production,"Adventure, Samurai, Fantasy"
32644,Yaseruyagi,ONA,Original,1,Finished Airing,4.03,36,12752.0,13009,100,0,,,
2769,Galactic Patrol Lensman,TV,Unknown,25,Finished Airing,6.49,113,5635.0,8990,680,1,Fall 1984,Madhouse,"Action, Adventure, Sci-Fi"
24031,Denki-gai no Honya-san,TV,Manga,12,Finished Airing,7.27,34590,2517.0,1035,80620,210,Fall 2014,Shin-Ei Animation,"Comedy, Seinen, Slice of Life"
37421,MaxValu Kyushu,Special,Original,1,Finished Airing,5.0,16,11197.0,14097,40,0,,,Slice of Life
3975,Uchi no 3 Shimai,TV,Other,141,Finished Airing,6.66,38,12542.0,10281,334,2,Spring 2008,"Toei Animation, Daewon Media","Comedy, Slice of Life"
29583,Kuroko no Basket: Oshaberi Demo Shimasen ka,Special,Unknown,1,Finished Airing,7.35,5239,2241.0,3379,12252,5,,Production I.G,"Comedy, Sports, School, Shounen"
22839,Cross Road,Special,Original,1,Finished Airing,7.5,18944,1629.0,1904,36029,62,,,"Slice of Life, School"
10935,Hourou Musuko Specials,Special,Manga,2,Finished Airing,7.7,2401,1107.0,4512,6066,2,,AIC Classic,"Drama, School"
9880,Esper Mami: Hoshizora no Dancing Doll,Movie,Unknown,1,Finished Airing,6.16,86,6899.0,10402,311,1,,Shin-Ei Animation,"Fantasy, Shounen"
14007,"Akai Shouzou: Char, Soshite Frontal e",Special,Unknown,1,Finished Airing,6.24,220,6614.0,8265,1004,0,,Sunrise,"Drama, Mecha, Military, Sci-Fi, Shounen, Space"
17147,Gakkatsu! 2nd Season,TV,Unknown,25,Finished Airing,6.5,308,5598.0,7605,1399,1,Winter 2013,Fanworks,"Comedy, School"
28023,Tsuru no Sugomori,Movie,Unknown,1,Finished Airing,7.17,6,12515.0,13378,82,0,,,Kids
22273,Selector Infected WIXOSS,TV,Card game,12,Finished Airing,7.36,44138,2208.0,856,101587,501,Spring 2014,J.C.Staff,"Game, Psychological"
33885,Hane (2016),Music,Music,1,Finished Airing,5.68,106,8037.0,11421,186,0,,,Music
3232,Bannou Bunka Neko-Musume Specials,Special,Unknown,2,Finished Airing,6.61,433,5146.0,8070,1118,2,,Production Reed,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen"
10250,Ultra B,TV,Manga,119,Finished Airing,6.05,50,7250.0,11377,189,0,Spring 1987,Shin-Ei Animation,"Comedy, Super Power"
15771,Saint☆Oniisan (Movie),Movie,Manga,1,Finished Airing,7.94,20831,634.0,1690,43396,230,,A-1 Pictures,"Comedy, Seinen, Slice of Life"
8986,Supernatural The Animation,OVA,Other,22,Finished Airing,7.12,6103,3141.0,2509,22360,55,,Madhouse,"Action, Demons, Horror, Supernatural"
3675,Andromeda Stories,Special,Manga,1,Finished Airing,5.97,318,7401.0,8226,1027,2,,Toei Animation,"Action, Drama, Fantasy, Sci-Fi, Space"
33337,ACCA: 13-ku Kansatsu-ka,TV,Manga,12,Finished Airing,7.73,32925,1027.0,1064,77826,539,Winter 2017,Madhouse,"Mystery, Police, Drama, Fantasy, Seinen"
1396,Future GPX Cyber Formula: Early Days Renewal,OVA,Unknown,2,Finished Airing,6.48,88,5675.0,9896,406,0,,Sunrise,"Drama, Sci-Fi, Shounen, Sports"
23855,Dennou Sentai Voogie&#039;s★Angel Gaiden: Susume! Super★Angels!,OVA,Unknown,2,Finished Airing,5.13,23,9968.0,11653,168,0,,J.C.Staff,"Action, Comedy, Mecha, Parody, Sci-Fi"
2687,Gokuu no Daibouken,TV,Unknown,39,Finished Airing,6.49,83,5637.0,9959,394,2,Winter 1967,Mushi Production,"Comedy, Fantasy"
29543,Kitty to Daniel no Suteki na Christmas,OVA,Unknown,1,Finished Airing,5.91,11,10906.0,13330,84,0,,,Kids
34350,Alice to Zouroku,TV,Manga,12,Finished Airing,7.2,27215,2797.0,1135,72634,147,Spring 2017,J.C.Staff,"Adventure, Mystery, Seinen"
36982,Micchiri Neko,TV,Web manga,13,Finished Airing,6.84,1228,4154.0,5286,4052,6,Winter 2018,helo.inc,"Comedy, Kids"
534,Slayers,TV,Light novel,26,Finished Airing,7.85,42588,804.0,949,89198,1702,Spring 1995,E&amp;G Films,"Adventure, Comedy, Demons, Magic, Fantasy"
32032,Seikaisuru Kado,TV,Original,12,Finished Airing,7.01,25496,3541.0,1133,72747,159,Spring 2017,Toei Animation,Sci-Fi
30694,Dragon Ball Super,TV,Manga,131,Finished Airing,7.78,102780,922.0,278,250101,4314,Summer 2015,Toei Animation,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
19889,Genshiken Nidaime Specials,Special,Unknown,4,Finished Airing,6.92,1668,3835.0,4881,4981,0,,Production I.G,"Comedy, Parody, Slice of Life"
988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,TV,Unknown,12,Finished Airing,6.28,131,6483.0,7949,1178,2,Spring 2005,"Group TAC, G&amp;G Entertainment","Action, Comedy, Historical, Military, Samurai"
29389,Shiro Hon,TV,Unknown,6,Finished Airing,6.0,8,12104.0,13509,76,0,Spring 2007,,"Adventure, Kids"
14355,Yama no Susume,TV,Manga,12,Finished Airing,6.82,14762,4256.0,1842,37639,65,Winter 2013,8bit,"Adventure, Slice of Life, Comedy"
35240,Princess Principal,TV,Original,12,Finished Airing,7.71,33779,1085.0,922,92722,609,Summer 2017,"Actas, Studio 3Hz","Action, Mystery, Historical"
10197,Nyanpire The Animation,TV,Manga,12,Finished Airing,6.78,11034,4413.0,2572,21460,83,Summer 2011,Gonzo,"Comedy, Supernatural, Vampire"
15279,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,OVA,Visual novel,1,Finished Airing,6.57,579,5335.0,7323,1599,3,,Silver Link.,Music
1587,Tenpou Ibun: Ayakashi Ayashi,TV,Original,25,Finished Airing,7.0,3288,3582.0,3394,12136,20,Fall 2006,Bones,"Supernatural, Demons, Historical"
32621,Pokopon no Yukai na Saiyuuki,Movie,Original,1,Finished Airing,5.85,13,11790.0,13488,77,0,,,"Adventure, Fantasy, Kids, Magic, Martial Arts"
10588,Persona 4 the Animation,TV,Game,25,Finished Airing,7.63,76059,1278.0,479,167555,1748,Fall 2011,AIC A.S.T.A.,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School"
6922,Fate/stay night Movie: Unlimited Blade Works,Movie,Visual novel,1,Finished Airing,7.53,77292,1549.0,609,136486,732,,Studio Deen,"Action, Fantasy, Magic, Supernatural"
17649,Udauda Yatteru Hima wa Nee!,OVA,Unknown,2,Finished Airing,6.0,18,12556.0,11348,190,0,,J.C.Staff,"Action, Comedy, School, Shounen"
33600,Menghuan Xiyou,ONA,Game,13,Finished Airing,6.56,9,11227.0,13479,77,0,,,"Action, Adventure, Fantasy, Historical, Magic"
4851,Lupin III: Seven Days Rhapsody,Special,Unknown,1,Finished Airing,7.13,1192,3083.0,5892,3091,2,,TMS Entertainment,"Action, Adventure, Comedy, Seinen"
10627,Ski Jumping Pairs: Road to Torino 2006,Movie,Unknown,1,Finished Airing,4.89,122,9134.0,10677,268,2,,,"Sports, Comedy"
15211,Nazotoki-hime wa Meitantei♥,OVA,Manga,6,Finished Airing,5.43,14,11419.0,10531,291,0,,SynergySP,"Mystery, Shoujo"
13965,Thermae Romae x LOFT Collaboration,Special,Unknown,1,Finished Airing,6.1,112,7099.0,9372,543,1,,DLE,"Comedy, Historical, Seinen"
6702,Fairy Tail,TV,Manga,175,Finished Airing,8.08,423745,452.0,19,818652,37733,Fall 2009,"Satelight, A-1 Pictures","Action, Adventure, Comedy, Magic, Fantasy, Shounen"
34975,Marvel Future Avengers,TV,Other,26,Finished Airing,5.09,34,11187.0,7208,1699,3,Summer 2017,Madhouse,"Action, Super Power, Kids"
18071,Chalk-iro no People,OVA,Unknown,1,Finished Airing,5.75,8,9806.0,12027,144,0,,,"Romance, Seinen"
19841,Super Seisyun Brothers,TV,Web manga,14,Finished Airing,6.93,10578,3827.0,2514,22259,36,Fall 2013,AIC Plus+,"Comedy, Josei, Slice of Life"
